oid,timestamp,rpid,uid,uname,content,likes,replies,correlation_score
1351097913,1709631450,211077492096,20292994,Cladosporium,我只说一句话，娃哈哈进液质联用没有杂峰,1,0,0.4671243362598347
1351097913,1709630593,211075860096,106117552,XZ卖女孩的小火柴,hplc  高效液相色谱就用娃哈哈纯净水,0,1,0.6777309429200389
1351097913,1709602973,211027302160,196367874,喊我东山就好,我们用的怡宝[哦呼],0,0,0.30892250183367087
1351097913,1709599666,211022868624,29900371,月下-孤影,[doge],0,0,0.07345323114448515
1351097913,1709597173,211020219792,431317129,纳西妲宝贝贴贴,到底是真是假啊,0,0,0.17139024713759493
1351097913,1709590940,211016413952,45797755,菜狗pro,哇哈哈不是一块钱的水吗？我曼德拉了？,0,0,0.42156228182097183
1351097913,1709575217,211009867456,272461659,源子爱抽华子,我妈以前泡菜缸都加娃哈哈才行，其他的就不行,0,0,0.3626458631202677
1351097913,1709569090,211001785456,1210437789,簫䤡,我们用怡宝。[怪怪小黄豆_吓昏],0,0,0.2681439455317005
1351097913,1709547547,210951626544,36207277,不想上班の猫,这玩意2块吗[辣眼睛],0,0,0.15138376757931837
1351097913,1709529675,210920030992,401195338,工藤_圣爱,我记得小时候有一种绿色盖子的蒸馏水，不知道和娃哈哈是不是差不多……,0,0,0.4221883374508004
1351097913,1709528824,210918214224,73591377,抠脚的饭,超纯水仪器又贵出水又慢，有时候等水都能把你等疯，装水的容器又要反复用纯水清洗，买几箱哇哈哈放那想用就用不比这个强多了[大笑][大笑][大笑],2,0,0.5600674800542886
1351097913,1709526724,210913580272,6694401,一条萌新鱼,问题是就算是纯水机一般也是往里面倒娃哈哈[OK],1,0,0.523822422482728
1351097913,1709526451,210912983408,47283616,E-motio-N,呛嗓子,0,0,0.1297055208456412
1351097913,1709526444,210912977712,8461662,阿提密斯·恩崔立,1000块一桶的水，30w一套的净化器，都没错。错的是自己晓不得，要做的实验用纯水要达到哪个级别[doge],0,0,0.5162375396349279
1351097913,1709497480,210883200992,7071919,坐看云起时明月照山河,不是超纯水不好 而是哇哈哈更有性价比,1,0,0.6192963600987589
1351097913,1709491625,210880312048,325882876,HdRAG0N,不知为啥好久没见过这种娃哈哈矿泉水了,0,0,0.4440459735824024
1351097913,1709489496,210878884688,18325755,飞翔的卷笔刀,家用净水器的电导率能到多少？[doge],0,0,0.42172264831011635
1351097913,1709482945,210870169552,517430123,shmily_暖秋,实验室做PCR除了娃哈哈都不敢用其他的[吃瓜][吃瓜][吃瓜],0,0,0.4790855631296964
1351097913,1709482724,210869713408,6662906,ateimo,[思考]行，以后就喝它了,1,0,0.26022601684833135
1351097913,1709482626,210869409776,4836717,院长别开枪,这个纯水机就是我之前公司默克密理博的,0,0,0.5001287433312562
1351097913,1709481571,210867362096,51768918,贰贰柒复仇者,我这边一块二,0,0,0.09413772546319273
1351097913,1709479507,210862598080,3546622103390742,Bing红茶_劳大专机,用娃哈哈洗爱,0,0,0.4714800683656259
1351097913,1709477945,210858615552,438742862,改名疯狂重名,蒸馏水是纯水吗？,0,0,0.4529027803879473
1351097913,1709476129,210854128400,631590197,改名谨记汪康夫爷爷,我不是水神,0,0,0.19528010075706928
1351097913,1709469798,210838859232,515204935,Mr-fogy,我们少年科研大赛也用的哇哈哈[笑哭],0,0,0.45724595205319124
1351097913,1709469095,210837303856,277703153,玄千劫,哈哈哈哈,0,0,0.26754702205798214
1351097913,1709468266,210835329040,19178060,旭日真人,全国普查，农夫山泉很有代表性。都是当地的中上等好水。如果不好喝，证明当地水质不行。,0,0,0.376195858276858
1351097913,1709467378,210833335248,21139425,邪恶的天神,实验室谁用哇哈哈啊，都用ro反渗透膜过滤就完事了,0,0,0.6150632778762702
1351097913,1709465737,210829540288,347767101,弓长张的张a,没错，之前实验室里面测热重用水的地方就用娃哈哈，学校统一配的二次水都不行😂,0,0,0.5898273253205586
1351097913,1709465399,210828690864,12896140,游戏人生plus,我们实验室用怡宝,0,0,0.49212871070302816
1351097913,1709463396,210824008848,661222566,bili_39289516697,目前的市售饮用纯净水，纯度比哇哈哈高的，目前只有屈臣氏，但，屈臣氏多少钱一瓶啊[tv_doge],1,0,0.5540859453263133
1351097913,1709463038,210823145456,84878659,伽蓝之冬,听说就是二代换的代言人,0,0,0.16174323227979506
1351097913,1709462504,210821749040,1953633887,呲嗡聪,缅怀,1,0,0.17918504034693555
1351097913,1709460209,210816490960,514663289,远-方-的-山,24届政哥，集合!,1,0,0.07631780122641663
1351097913,1709457348,210809820224,14916511,阿波罗零号,快进到娃哈哈上制裁名单[doge],0,0,0.30711070180438715
1351097913,1709455726,210806155792,130886677,叛逆的魔方,大家都不用milliQ的吗[笑哭],0,0,0.433474200398376
1351097913,1709451370,210797155280,397524889,全满贯捕鼠天王穆勒,我室友从库房订5箱哇哈哈然后搬一箱回宿舍喝,0,0,0.3096234830492335
1351097913,1709450299,210794972768,20043230,吉祥Xenbo-Trp,你们测电导率，应该提前清洗/润洗了吧？,0,0,0.28738643884230863
1351097913,1709447534,210789368160,1460508283,老婆林可儿真可爱,为什么纯水不用蒸馏来获取？,0,1,0.4724892186315127
1351097913,1709447474,210789216608,140302607,昵称不知道诶,我们猪场用润田的纯净水15一箱，稀释精液[喜极而泣],1,0,0.38991964426143155
1351097913,1709446066,210786119440,486700957,御侮Resist,"实验室娃哈哈最主要的功能是什么？
渴了可以直接喝一口，剩半瓶水用来配试剂。",6,0,0.611850828017432
1351097913,1709443045,210779164000,87052853,闹不清挂球起,我们这有的时候也用怡宝,0,0,0.28627649609132394
1351097913,1709441592,210775437440,277196877,不愿透露姓名的唐某,搞得我现在都买不到娃哈哈,0,0,0.3763123042569847
1351097913,1709440398,210772437376,472804435,阿翔哥哥太帅了,去年我科室水机坏了一天，买了十几箱娃哈哈来用。,0,0,0.514543333698954
1351097913,1709440264,210772070576,690587581,斯宾塞老窝,原来你也玩apex,0,0,0.15504767586785026
1351097913,1709439671,210770559024,1855880432,氢_核,所以厂家到底是怎么做到的[哦呼],1,3,0.32248391873625953
1351097913,1709438685,210768075984,486442458,周喆字晓飞,新华制药有限公司的一些制药都用的蒸馏水[笑哭],1,0,0.44409460412996676
1351097913,1709436778,210763784672,1071363693,长江黄河澜沧江,娃哈哈的新市场，实验室实验用纯水。,1,0,0.6548406856270564
1351097913,1709436017,210761999312,5110295,私の花琴,个人最喜欢喝的就是娃哈哈的水，其次就是怡宝。农夫山泉实属品不来[笑哭]感觉农夫山泉的水口感很怪。当然，以上都是两元价位的水，更贵的水基本没喝过,10,4,0.480730441996284
1351097913,1709432911,210755480064,3494375103400505,银鹤鸣,之前看过一个新闻，娃哈哈 送灾区矿泉水， 然后我疑惑为什么超市见不到 ，一搜原来是被实验室承包了[脱单doge][脱单doge][脱单doge],0,0,0.5168509391358304
1351097913,1709431641,210752936304,96582041,头发花白了依旧很奋怒,这个我们用电脑滤测过了，比工业用的纯水还纯！,0,0,0.5698979021673057
1351097913,1709428548,210747508976,38837445,哔斯卡小金人,好久没喝到娃哈哈的水了，我记忆中还是一块一瓶呢,0,0,0.4375485711568088
1351097913,1709425714,210743766304,358105916,FNCCOKEZERO,纯还便宜,0,0,0.3300923075120936
1351097913,1709423471,210741426368,3461563763657132,海港夜水,方案三：实验室制备蒸馏水,0,0,0.45262613200871055
1351097913,1709421289,210739950240,316100330,骚猪-亚历山大路易斯-乔治,我想看看怡宝的电导率,0,0,0.3598935548831286
1351097913,1709409907,210735565760,9582613,石上三年十三番,测纯水不用电导率仪，用电阻率仪。实验室要求的一般都要到10MΩ·cm以上。哇哈哈勉强够。要求再高点的哇哈哈就不够格了。还是正经用纯水仪吧。,1,0,0.5262004836100678
1351097913,1709407269,210734242944,2317989,阿虚Axu,之前不是说用怡宝吗？,0,0,0.23935845676788708
1351097913,1709405592,210732935280,15554510,醨薄,我这里很难买到哇哈哈了 明明以前小店还有呢,1,0,0.3418435639895591
1351097913,1709399259,210725382160,255579916,灰熊君_,娃哈哈的水厂跟别的水厂有什么区别吗？其他水买的不也是纯净水？,0,0,0.6441638414669778
1351097913,1709399120,210725203200,504310211,我不是舟卫兵,还真的是，今天去实验室发现师兄正在用娃哈哈做水系[微笑],0,0,0.6649061488312825
1351097913,1709395059,210716479280,500370564,吕小奉,市场化之后大规模引进设备，剩下都是赚[笑哭],0,0,0.3636018701318787
1351097913,1709394642,210715493760,69204556,红光斜坡,用蒸馏水可以吗,0,0,0.4470700985313157
1351097913,1709394186,210714319088,295032134,Entropy啊,实验室不是有制造去离子水的设备吗,0,0,0.4518749400209254
1351097913,1709394133,210714208976,305228,Div笛芙,他说的是真的，娃哈哈在实验室采购清单里面的类目是：实验耗材[辣眼睛],0,0,0.49463574887191264
1351097913,1709393858,210713415536,1109750558,伊咩吖,原来是纯度太高了，我说娃哈哈怎么不太好喝（之前还怀疑过是不是用自来水净化过来的[捂脸]）,0,0,0.5854844416310019
1351097913,1709393604,210712797264,97207507,龙战于野-2017,好久没在超市看到过这种娃哈哈纯净水了，原来是被实验室扫空了。,1,0,0.5836921389649036
1351097913,1709393382,210712222240,503716272,归风201910,不搞科研，玩摄影。一箱18斤是真的沉,0,0,0.15087707478581955
1351097913,1709393374,210712288896,373818389,M妖军哥,1.4好像真的只能氢离子和氢氧根了,0,0,0.3025354070459993
1351097913,1709393122,210711597200,353263879,侃仄怪,我们老师也说过，娃哈哈的水又便宜又纯净又能喝[笑哭]做实验总是拿这个做,1,0,0.6344735963190753
1351097913,1709392781,210710711280,22716823,tttoodl,我是不是以前看过这个视频,0,0,0.16145992002790335
1351097913,1709392519,210710162576,6071554,淳平君Junpei,实验室有纯水机的路过,0,0,0.5254523905024786
1351097913,1709392227,210709269936,208232,繭ノ露希,之前我们单位纯水机故障了，我拿icp和石墨炉比对了三家市售纯净水，最后领导选择了娃哈哈。[喜极而泣],0,0,0.5983934087345144
1351097913,1709391425,210707237504,3471904,不_如,再用实验室的过滤设备过滤一次，到底是会更纯净还是添加了杂质呢[抠鼻],0,0,0.4305483396345761
1351097913,1709391349,210707010640,3471904,不_如,不知道前一阵的新闻之后，以后品质会不会下降，听说老干妈就是换帅之后口碑崩坏,2,0,0.17967489733765077
1351097913,1709391073,210706287120,106051167,ydongouc,实际上，不差钱的用屈臣氏，图便宜的娃哈哈等，甚至有用冰露的。前几年也不知道哪个没见识见过别人用娃哈哈就当成了谈资出来说，被一帮没上过大学或者没接触过相关实验的听到就又国货崛起了,1,0,0.4624499396919493
1351097913,1709390891,210705847024,1042038005,生存党,怪不得我觉得哇哈哈和怡宝最好喝，水质软中带甜～,5,0,0.5187696932033959
1351097913,1709389651,210702563088,83493768,全世界最好的玄鹰,"农夫山泉的纯度不够吗？
我平常喜欢喝农夫",1,8,0.35841633274530166
1351097913,1709389288,210701531904,483241932,事某僵不是MOJANG,怪不得不好喝,0,0,0.19392095214112792
1351097913,1709388738,210700020768,169289304,谢耳朵小甜饼,超市里都没见过娃哈哈矿泉水了[难过],1,0,0.45890716499603657
1351097913,1709387333,210696201536,20611747,Schild,[妙啊]反正你喝娃哈哈就肯定没错，娃哈哈的质量一旦出问题，全国各大高校的实验室第一个知道,41,0,0.4793438436205881
1351097913,1709384086,210687956272,629893808,稳定的烯醇,娃哈哈甚至可以达到光谱纯[doge],1,0,0.46881532802155934
1351097913,1709383570,210686737504,458222663,我叫MARKGYC,希望娃哈哈的矿泉水宝保持这个现状[滑稽][疼]，不要往里面加一些微量元素～[疼],0,0,0.4673575052496167
1351097913,1709383473,210686371984,375498703,寂寞的小咕呆,纯水吧,0,0,0.5268680876627064
1351097913,1709383465,210686494464,1472349799,dwbjhh,确实，很多实验室拿娃哈哈当蒸馏水用,0,0,0.6159709633747142
1351097913,1709382548,210684162640,3493142485534869,御泽彬康,1.5一瓶我们这里[OK],0,0,0.28459726009082453
1351097913,1709381713,210682107344,204942034,湘君海棠2,还好实验室有纯水机[打call],0,0,0.5041108474829409
1351097913,1709378309,210673611040,442621126,清风司雨,毕导，快更新，快快快[doge],1,0,0.14968122502760486
1351097913,1709378158,210673240240,372599246,我太想进步了丨,我们实验室的纯水机才2-3，娃哈哈就是牛批,1,0,0.5978021158556001
1351097913,1709377894,210672535504,51112953,夏恋九分,[热词系列_三连],0,0,0.14550095928540546
1351097913,1709377688,210672038960,50945914,这是计划一部分,我给老爸买的呼吸机里用的水也是娃哈哈,1,0,0.4996567838470262
1351097913,1709377427,210671334016,337159739,好多个咖啡豆,怪不得娃哈哈那么难喝,0,0,0.417565672655323
1351097913,1709377039,210670354144,23759868,万物皆可红烧肉,屈臣氏也可以的,0,0,0.20401855591112614
1351097913,1709376148,210668125216,616989990,换头怪冯提莫,美国人可以让曼哈顿博士手搓纯净水，我已经在反思了。[大哭][大哭][大哭],1,0,0.39636262078892376
1351097913,1709374425,210663748688,5059212,梦影天辰,现在线下店好多地方都买不到。,0,0,0.1582364925911047
1351097913,1709374400,210663662496,2037324436,大棒伺候,宗庆后，一路走好,0,0,0.07298519694453055
1351097913,1709374145,210663200928,14630595,咯略咯略咯咯,纯净水跟矿泉水是不一样的，矿泉水里都是矿物质当然导电率高了，这玩意又不是评判水好坏的，评论区的某些人不用用这个拉踩了😅哪个便宜哪个好喝买哪个就行了,0,0,0.4664862408961087
1351097913,1709371387,210656502576,7378447,千寻的琥珀川,我们用屈臣氏,0,0,0.2819333175567264
1351097913,1709370519,210654476208,21577395,vivid哒不溜,提问，超纯水有多纯？,0,0,0.5711261844464274
1351097913,1709369715,210652813632,356102736,李小狼417,哈哈哈，以为就我们这单位这么干呢，原来都这样啊,0,0,0.24981812863889488
1351097913,1709368985,210651219856,689687140,还我龙拳,性价比确实是好的，但是不要把它想得太神，哪哪都用,0,0,0.3023885836596784
1351097913,1709368610,210650346352,21550881,咩星总舵主,就这样还有人说实验室用娃哈哈是扯淡,0,0,0.5737194269775526
1351097913,1709368376,210649931920,383603127,铜锣湾曹达华,你们实验室的能不能放点出来给我们喝喝，十几年都没喝过了，我一度以为娃哈哈垮了,1,0,0.5355561724219096
1351097913,1709366864,210646671488,1581706937,Zoolper_QAQ,我们这一瓶雀巢饮用水1500ml只要2.1r,0,1,0.3612285005925738
1351097913,1709366619,210646253600,11900234,chlobject,哇哈哈跟屈臣氏哪个好？我看我们实验室都用屈臣氏,0,0,0.5319717172693531
1351097913,1709364624,210642229152,5331181,Sumunann,我们是用18L的大桶矿泉水,0,0,0.32957148144705245
1351097913,1709363480,210639899840,336045307,薜荔赑刕,不懂就问：哇哈哈是怎么做到便宜的同时又能大批量生产高纯水的[doge],9,2,0.51634167755097
1351097913,1709363116,210639180128,511185573,典藏大橘,那实验室里的娃哈哈可不可以喝[doge],2,1,0.5651390727509378
1351097913,1709362804,210638628832,660886060,你的手机上有个头发,我们都是氢气在氧气气氛下煅烧，工业化制水法[doge],0,0,0.4017755769896569
1351097913,1709362179,210637456304,22610071,精神内耗的愈后护理,有我的论文水吗[吃瓜],0,0,0.3475815371719992
1351097913,1709361827,210636635312,298187596,不坑怎me玩,哈哈哈 我们也是用这个,0,0,0.3063235707792323
1351097913,1709361037,210635217296,18458660,漫游的小白,我们广西大都是喝娃哈哈，去广东那边工作很多年却几乎很少见到娃哈哈矿泉水。每次见到就有种见到家乡的感觉,0,0,0.4200148793574492
1351097913,1709360274,210633644736,38583086,赤鸢拳,其他矿泉水导电率呢,0,0,0.4295800866877058
1351097913,1709359986,210633066928,1262066052,Chikiku_,[打call],0,0,0.1402574744600726
1351097913,1709359146,210631360064,11133810,陈多鱼_,但是日常真的看不到有哇哈哈买[大哭],0,0,0.3773502051800173
1351097913,1709358913,210630801200,2146234087,最密面心立方,我们用的屈臣氏,0,0,0.2594674595358297
1351097913,1709357995,210628703408,351290444,午夜小王子QAQ,浙江1.5元一瓶,0,0,0.30906527930407524
1351097913,1709357728,210628141760,1423999592,I_am_zcw007,前几天给超能力小说想的，冰召唤能力者召唤出来的冰是纯净的固态水，那融化之后不就是完全零杂质的纯水了么......,0,0,0.4009287311396461
1351097913,1709356942,210626305136,149981841,超怂喵与呵武虎,涨价了，原来1块的[tv_doge],0,0,0.17484620991408414
1351097913,1709355956,210624091456,280058315,层叠石,@娃哈哈,0,0,0.4382406731010065
1351097913,1709355926,210623984240,281796397,小庄最帅,我们屈臣氏大桶，不过实验室有制纯水的机器[doge],0,0,0.49096320490238265
1351097913,1709354412,210620158912,2880133,MG4X,啊？哇哈哈那么纯的吗，那我水冷不用屈臣氏了,1,0,0.4893095329088422
1351097913,1709354055,210619461184,29768748,Hhan先生,想问下娃哈哈是去离子水吗？？,1,0,0.5546857013003079
1351097913,1709353132,210617156800,1388814600,落霞宗宗主,呃…我们这边大学有高纯水机,1,0,0.4980278073065707
1351097913,1709351084,210612329264,21284823,strikecounter,你还说你不是水神,0,0,0.23295299726909177
1351097913,1709350752,210611607760,505281484,淡艰巨,微滤，超滤，反渗透这一套搞下来一般项目的经费都没了[微笑],0,0,0.5116049341116128
1351097913,1709349756,210609333968,276263045,奥鹏恶魔,气相色谱娃哈哈,0,0,0.3917760377253919
1351097913,1709349553,210608789152,315219327,沙陀国主,二十年前就这么干。比纯水机还靠谱,0,0,0.40970243887817764
1351097913,1709349300,210608292816,1565725027,zty天佑_,我们用怡宝,0,0,0.2858655338349099
1351097913,1709348727,210607078128,6341424,养狼的羊,买一箱哇哈哈比去申请机器然后再自己去制纯水哪个方便一目了然[吃瓜],1,0,0.5368993120159554
1351097913,1709348460,210606570528,380776553,后宫三千壮汉,不都是用屈臣氏吗？,0,0,0.1530147053635407
1351097913,1709348239,210606066576,114990646,旺咪骑手,我想知道什么矿泉水好…纯净水也不能经常喝吧！,1,7,0.4194741318551526
1351097913,1709348089,210605807200,229528601,牛魔benben,懂了以后只买娃哈哈喝,0,0,0.42846362769023655
1351097913,1709347863,210605259728,381903524,youngerhu,并且纯水机是每年都要换滤芯的,0,0,0.6262838104327247
1351097913,1709347829,210605187392,493719926,京城高启强,两块钱？您是不是从来不喝这种百姓说。,0,0,0.21589842045603558
1351097913,1709347479,210604594192,32709248,满口永远的小怪兽喵,我仪器分析课的老师课上说，用仪器测的结果显示娃哈哈纯净水比我们学校实验室自己配的去离子水还纯而且更便宜，所以尽管没摆在明面上可实验室去离子水的水管子里流的实际上都是娃哈哈纯净水[喜极而泣],6,0,0.6524771023684175
1351097913,1709347332,210604221984,39513645,丨初岚丨,我们电厂的去离子水是屈臣氏[笑哭],1,0,0.4320437286052199
1351097913,1709347138,210603803856,87892310,我是大山深处一颗包治百病的板蓝根,我开车玻璃水也加哇哈哈0.0,0,0,0.32210345277143326
1351097913,1709346929,210603476240,220131599,龟蜜ぉ,我们也用纯水机，最后电导率在6.9左右,0,0,0.5135602159679336
1351097913,1709346790,210603228880,335146091,经济适用男神,什么你说两块，我买的1块不到[脱单doge],0,0,0.16736400098016327
1351097913,1709344761,210599320176,3546617179277344,望否,如果长期饮用纯水的话对身体还是有点不好的。[吃瓜],1,3,0.3202228019826544
1351097913,1709344088,210597987872,3774442,wizard烯,我们实验室有非常好的纯水仪。之前有个分子实验，改了各种条件还是做不出来，师姐突发奇想用了娃哈哈的水就做出来了。我们那里还买不到娃哈哈，还是师姐春节回老家带来的。,1,0,0.648231923391054
1351097913,1709343986,210597829472,674820,左旋山莨菪碱,两块一瓶吗？我老家店子隔壁的小卖部卖一块一瓶[吃瓜],0,0,0.20900671775378327
1351097913,1709342626,210595560896,23052451,jessica2009111,其他品牌呢,0,0,0.19987699975790657
1351097913,1709342246,210595040048,358547693,大笨熊家的,农夫山泉怎么说,0,0,0.20833530759150687
1351097913,1709341963,210594574176,270513198,洞庭湖南岳阳楼,怪不得喝不到娃哈哈了,0,0,0.4365073101426561
1351097913,1709341913,210594389120,1130232705,蓝星先生555,其实高纯水也没多大用，倒到烧杯里就不纯了，其实开盖那一刻就有碳酸，不纯了,0,0,0.4765314399322423
1351097913,1709333619,210586201376,2136439698,喜爱肉肉脸亲,饮用，喝纯水并不好，一般导电率在100以下都可以。纯水少了许多对人体有好处的矿物质,0,2,0.4478722104337772
1351097913,1709329117,210584537616,7349449,在路上的文,当年双蒸24h不带停，直到换了娃哈哈[笑哭],0,0,0.3173681850800905
1351097913,1709325244,210583267344,17228100,清纯男高张潜潜,那你们过滤一下这个娃哈哈可以嘛,0,0,0.4280248356126579
1351097913,1709325193,210583360672,17997820,鬼濑七,跑赛道时烂仔车加不起vp防冻液，就用娃哈哈替代，散热效果贼好,0,0,0.371709948744807
1351097913,1709324801,210583211568,31871354,变成光_守护猪猪小姐,是真的吗？现在啥都不能信我宁愿信网友,0,0,0.10653691721554116
1351097913,1709320249,210580905920,85337882,毅杨千秋,讲个笑话，我们高中化学课就有纯水机[tv_doge],0,0,0.47265906745209424
1351097913,1709317381,210578655936,290760195,SMU默言,搞得我好想买一瓶尝尝,0,1,0.29044965763933006
1351097913,1709316666,210578014992,515424402,上网打酱油,这个和蒸馏水区别大吗？,0,0,0.4525654413533493
1351097913,1709316366,210577581984,43809794,吞丹登月,我自己配置液肥不是用蒸馏水 就是用娃哈哈纯净水，确实不错,0,0,0.5296530460634188
1351097913,1709315449,210576548448,1155963184,医师t,怡宝呢？也说是纯净水,0,0,0.4578063755718409
1351097913,1709314427,210575374656,3493262740424925,国服勇者曹国舅,大学里除了去离子水，最便宜的是那个可以吸取细胞核的那个玻璃导管，2000块钱一根[doge],1,0,0.3860519228230977
1351097913,1709312986,210573188608,12755457,麦黑色圈圈圈,拼多多18块24瓶，爽喝,0,0,0.3126894522205332
1351097913,1709312909,210573143440,92468278,陛下你看看我,我们实验室有纯水机[OK]上次纯水机跳闸用不了，就用的绿盖的屈臣氏蒸馏水,3,0,0.49170717937760494
1351097913,1709312527,210572505568,398087592,勇永用泳咏,和几千块的带ro膜反渗透的净水器，那离子交换树脂十九万？,0,0,0.5430582583130814
1351097913,1709310771,210569268592,177703944,綠絔,主要是2块钱，2块钱这样都绝了吧[tv_doge],0,0,0.2095960493226555
1351097913,1709309785,210567253232,619992641,承曦格,"化学老师：这水不纯！
我：兑水了？[doge]",4,0,0.4091052017891507
1351097913,1709309688,210567149920,1066878023,花火酱-_-,hi,0,0,0.12955758130718048
1351097913,1709309687,210567149216,39946757,机机的洗碗机,液质用屈臣氏！！,0,0,0.3031410025679633
1351097913,1709308502,210564309184,2931697,大铀子,我用怡宝[笑哭],0,0,0.293383955239214
1351097913,1709308416,210564151264,27700832,Miku15th,主要是国内学校不可能都像北大清华那样有经费,0,0,0.2802841642528389
1351097913,1709308106,210563424800,313518376,扶是扶辰的辰,和BV1or4y1B73T有点像啊,1,2,0.13563677171784805
1351097913,1709307686,210562386240,345328108,桶一半,宗总：什么要买自行车[doge],0,0,0.1542896354628551
1351097913,1709307055,210560983904,1538559278,言loo,哈哈哈哈哈哈，我想起来上中学的时候，化学老师也说她做实验时，要用蒸馏水都直接用哇哈哈，因为这玩意比自己弄的蒸馏水纯多了,4,0,0.5861744751882658
1351097913,1709305584,210557036320,9245,狸奴不出门便知天下事,早年这个地位是乐百氏的,0,0,0.1473740267316335
1351097913,1709305506,210556964112,1546643948,欧湖-009,怡宝呢？,0,0,0.24627954166273625
1351097913,1709305296,210556438560,23446070,花が動揺,液相哇哈哈 质谱屈臣氏[脱单doge],0,0,0.34456554455199667
1351097913,1709304601,210554531280,358555964,AmingLHC,每次看到用哇哈哈和屈臣氏做实验的说法就很奇怪，我们实验室洗瓶子都是用的纯水机出的纯水，可能是我们做的东西浓度太低了，而且老板太有钱了吧（,3,1,0.58817511525907
1351097913,1709304581,210554513904,1647227886,神游鑫外,感觉最近买的到的是亚运会版本，纯度应该没变吧[无悔华夏_吃瓜],0,0,0.31619683076995186
1351097913,1709302654,210549463776,214762308,梅梅和三水,问题是，超市买不到啊。,0,0,0.18113233924396926
1351097913,1709301142,210545509744,377924603,维格纳的友人,我哥天天做实验也是用王哈哈，现在终于知道了,0,0,0.501111737403425
1351097913,1709299820,210542245088,67928898,安源人家,高端一点点用屈臣氏，不过哇哈哈做液相水可以的。,0,0,0.47973333896501014
1351097913,1709299095,210540376736,95081,Neether,不纯就再蒸馏一下？,0,0,0.36118836017767425
1351097913,1709298949,210540161904,334468008,杯酒饮月丶,买氢气和氧气燃烧取水应该都比那个高纯水便宜吧,0,1,0.43704935771856296
1351097913,1709298783,210539640960,449114632,至尊牢大会员,BYD我知道你们都玩过大逆转裁判都特么给我出来[生气][生气][生气]别藏了你玩过逆转对吧[生气][生气],1,0,0.12402385833621711
1351097913,1709297701,210537000976,471293046,于明韦,我感觉《娃哈哈》要涨价了[笑哭],2,0,0.42538743699221626
1351097913,1709296004,210532857616,1953764515,Pegrasu,省流:便宜，凑活用,0,0,0.32808690952010416
1351097913,1709295749,210532343072,1984590926,求好运的响度跑分哥,毕导！到底是娃哈哈的更纯还是屈某氏的纯净水更纯？有做过试验分析过么？,1,1,0.7195903193547478
1351097913,1709294998,210530479280,1745454074,做㱳,最关键的是一箱娃哈哈24瓶，价格虽然23.99，但是还是挺感叹它能做到1块以下的[哦呼]（也就1块了），但是跟别的1块钱的水喝着完全没有可比性[笑哭][笑哭]再多说一句冰露也是我经常喝的矿泉水，一箱也是那个价格这俩货真的性价比之王,4,3,0.4901604302454586
1351097913,1709294661,210529728864,641796408,xhn---gyk,好奇为啥这么便宜还这么有用[喜极而泣],0,0,0.2948210778042199
1351097913,1709293608,210527183824,99258468,破晓十三月,娃哈哈跑流式，贼好用,0,0,0.45791339996933983
1351097913,1709293505,210526873216,31990700,米迦梅撒拉,不是一块五吗,0,1,0.09830295920852009
1351097913,1709292564,210524801712,8856853,蚂蚁的腿毛,啊，想起来了，本科时候，做的植物钙离子相关，实验室就全用的娃哈哈，记得当时，纯水机坏了，到处找水，博士师姐测出娃哈哈水含钙为0，正好适合实验课题，于是全实验室就都用娃哈哈了。[脱单doge][脱单doge],0,0,0.5789501309634573
1351097913,1709292328,210524170480,335314197,Odysseia0,我们电厂新机组化学规程要求水的氢电导率≤0.15us/cm  这正常吗？,0,0,0.4172363552115422
1351097913,1709292318,210524127152,433290009,官方公认最菜,很多地方的纯水机要么不如娃哈哈的纯要么干脆没有，这是最方便也是最便宜要获得纯水的方法了,4,0,0.5749551173281685
1351097913,1709292279,210524096352,168728753,是小城哎,怪不得小时候喝这玩意不好喝,0,0,0.2754079922248021
1351097913,1709292075,210523484944,3882957,谬论者,怡宝呢怎么样？,0,0,0.26529817587343696
1351097913,1709291571,210522406352,502905114,WO_想靜靜,这哇哈哈不是一块一瓶吗,0,0,0.34790450340681334
1351097913,1709291113,210521109712,439962,空中客车official,"水
分析纯",0,0,0.5390494095562268
1351097913,1709290957,210520823296,473741011,四鸟儿,太 太 太 太纯了[tv_白眼],1,0,0.25840133158494966
1351097913,1709290860,210520662544,1213477620,钢笔小虎牙,不是纯不纯的问题，而是我在超市里面买不到[大哭],0,0,0.2705285711191591
1351097913,1709289770,210517978720,10469113,lei3532809,如果标准不够，是不是可以继续提纯哇哈哈纯净水，比提纯自来水更省事吧,1,0,0.548822523470972
1351097913,1709289057,210516227648,314893608,haitianwin,买一箱娃哈哈缅怀一下娃哈哈创始人[微笑],0,0,0.3867141144615084
1351097913,1709288933,210516102016,352893307,_洪荒-少女_,我们实验室都是自己蒸馏的,0,0,0.4337676826149364
1351097913,1709288794,210515672160,644189026,ZTZ-Davaris,科研街离不开哇哈哈，就像西方不能失去耶路撒冷,5,0,0.32689391563845827
1351097913,1709287915,210513686672,409524148,浩然相对,今天到货了五箱，比怡宝便宜[脸红],0,0,0.21284338041832385
1351097913,1709286833,210510927440,308913834,月下无人夜半独吟,我们有纯水机，所以我天天刷东西，主要还是用自来水[doge]，因为水快方便一点，最后再用那个,0,0,0.4752401040112564
